id,date,time,country,nearest_places,hazard_type,landslide_type,trigger,storm_name,fatalities,injuries,source_name,source_link,location_description,location_accuracy,landslide_size,photos_link,cat_src,cat_id,countryname,near,distance,adminname1,adminname2,population,countrycode,continentcode,key,version,tstamp,changeset_id,latitude,longitude,geolocation
9481,08/11/2016,night,,Mount Habs,landslide,Unknown,Downpour,,0,0,Saudi Gazette,http://saudigazette.com.sa/saudi-arabia/rain-wreaks-havoc-jazan-villages/,Unknown,Known_within_50km,Medium,,glc,9481,Saudi Arabia,Al Hijrah,26.08578,Jizan,obe,0,SA,AS,DGFbi-AqVk,1,Tue Aug 30 2016 21:58:19 GMT+0000 (UTC),3219555466,17.401199999999999,43.166600000000003,"(17.401199999999999, 43.166600000000003)"
9482,08/11/2016,night,,"King Abdullah, Al-Faghou, and Bardan roads, in Faifa",landslide,Unknown,Downpour,,0,0,Saudi Gazette,http://saudigazette.com.sa/saudi-arabia/rain-wreaks-havoc-jazan-villages/,Above_road,Known_within_15km,Medium,,glc,9482,Saudi Arabia,Sūq al Khamīs,21.341429999999999,Jizan,obe,0,SA,AS,DGUQT50fX8,1,Tue Aug 30 2016 22:02:35 GMT+0000 (UTC),954978328,17.263500000000001,43.1066,"(17.263500000000001, 43.1066)"
9483,08/11/2016,night,,"Mount Said, Jazan",landslide,Unknown,Downpour,,0,0,Saudi Gazette,http://saudigazette.com.sa/saudi-arabia/rain-wreaks-havoc-jazan-villages/,Above_road,Unknown,Medium,http://saudigazette.com.sa/wp-content/uploads/2016/08/r2.jpg,glc,9483,Saudi Arabia,Şabyā,13.18816,Jizan,obe,54108,SA,AS,s9VKo6-qXn,1,Tue Aug 30 2016 22:17:56 GMT+0000 (UTC),967365156,17.190799999999999,42.741599999999998,"(17.190799999999999, 42.741599999999998)"
9484,08/16/2016,,,Tagudin -Cervantes road in Barangay Urzadan,landslide,Landslide,Monsoon,,0,0,Philippine Information Agency,http://news.pia.gov.ph/article/view/381471328867/-region-1-red-alert-over-habagat,Above_road,Known_within_10km,Medium,,glc,9484,Philippines,Suyo,2.16009,Ilocos,obe,10943,PH,AS,sGesc5Y_z8,2,Wed Aug 31 2016 12:35:25 GMT+0000 (UTC),758304846,16.976099999999999,120.52809999999999,"(16.976099999999999, 120.52809999999999)"
9485,08/16/2016,,,"Cervantes-Aluling-Bontoc (Rd K0388+100), Aluling, Cervantes",landslide,Landslide,Monsoon,,0,0,Philippine Information Agency,http://news.pia.gov.ph/article/view/381471328867/-region-1-red-alert-over-habagat,Above_road,Known_within_5km,Medium,,glc,9485,Philippines,Cervantes,1.91258,Ilocos,obe,3099,PH,AS,sJWkGhHwXn,1,Wed Aug 31 2016 12:39:44 GMT+0000 (UTC),3476758299,16.989699999999999,120.7538,"(16.989699999999999, 120.7538)"
9486,08/29/2016,22:05,,Boulder Canyon Drive around mile marker 32,landslide,Rockfall,Unknown,,0,1,Daily Camera,http://www.dailycamera.com/boulder-county-news/ci_30306207/rock-slide-halts-traffic-closes-lanes-along-boulder?source=rss,Above_road,Known_within_15km,Medium,,glc,9486,United States,Nederland,10.358689999999999,Colorado,obe,1445,US,NA,sG38oQb_xn,1,Wed Aug 31 2016 13:18:59 GMT+0000 (UTC),738376475,40.003900000000002,-105.4029,"(40.003900000000002, -105.4029)"
9487,08/27/2016,14:30,,Granite Creek,landslide,Rockfall,Earthquake,,0,0,Laramie Live,http://laramielive.com/boulders-tumble-and-dust-flies-during-granite-creek-earthquake-video/,Natural_slope,Known_within_15km,Medium,,glc,9487,United States,Jackson,29.492940000000001,Wyoming,obe,9577,US,NA,SJQ-GyYeXn,1,Wed Aug 31 2016 13:27:49 GMT+0000 (UTC),2248162724,43.367199999999997,-110.4327,"(43.367199999999997, -110.4327)"
9488,08/29/2016,,,exit 297 on Interstate 25 near Glorieta,landslide,Rockfall,Downpour,,0,0,Santa Fe new Mexican,http://www.santafenewmexican.com/news/local_news/boulder-lands-near-train-tracks-after-rainstorm/article_2a7740a2-7c3c-5ac7-bd28-ad5316c28735.html,Above_road,Known_within_5km,Medium,,glc,9488,United States,Pecos,9.969749999999999,New Mexico,obe,1392,US,NA,DJoNOebwXk,1,Wed Aug 31 2016 13:39:00 GMT+0000 (UTC),2199237248,35.572200000000002,-105.785,"(35.572200000000002, -105.785)"
9489,08/31/2016,,,Hana Highway 360,landslide,Rockfall,Rain,,0,0,Maui 24/7,https://www.facebook.com/maui247/,Above_road,Known_within_25km,Small,,glc,9489,United States,Wailua,2.65027,Hawaii,obe,2156,US,NA,hGmsQwmVxn,1,Thu Sep 01 2016 15:06:00 GMT+0000 (UTC),2173452686,20.856999999999999,-156.16030000000001,"(20.856999999999999, -156.16030000000001)"
9490,08/29/2016,night,,NH-05 near Chaura village,landslide,Rockfall,Continuous_rain,,0,0,ABP News,http://www.abplive.in/india-news/himachal-pradesh-massive-rockslide-blocks-nh-5-407177,Above_road,Known_within_5km,Medium,http://static.abplive.in/wp-content/uploads/2016/08/30100545/ROCKSLIDE-compressed-580x395.jpg,glc,9490,India,Sarāhan,9.13346,Himachal Pradesh,obe,1495,IN,AS,h9iWNT_xzl,1,Thu Sep 01 2016 22:14:43 GMT+0000 (UTC),2555174739,31.572800000000001,77.856099999999998,"(31.572800000000001, 77.856099999999998)"
9491,09/07/2008,early morning,,Muqattam cliffs,landslide,Rockfall,Unknown,,31,46,Fox News,http://www.foxnews.com/story/2008/09/07/police-rock-slide-in-egyptian-village-kills-31.html,Urban_area,Known_within_5km,Medium,,glc,9491,Egypt,Giza,6.41675,Cairo,obe,2443203,EG,AF,DJsYpxaxXl,1,Thu Sep 01 2016 22:33:44 GMT+0000 (UTC),1924605266,30.0075,31.2774,"(30.0075, 31.2774)"
9492,09/01/2016,morning,,Route 10 north of Chapmanville,landslide,Rockfall,Unknown,,0,0,WSAZ,http://www.wsaz.com/content/news/Rock-slide-closes-portion-of-Route-10-in-Logan-County-392014611.html,Above_road,Known_within_1km,Small,http://media.graytvinc.com/images/810*456/Logan+Rock+Slide+DOH.jpg,glc,9492,United States,Chapmanville,1.31585,West Virginia,obe,1256,US,NA,SJV9_Sgrzl,1,Fri Sep 02 2016 19:20:16 GMT+0000 (UTC),3281928629,37.976700000000001,-82.031800000000004,"(37.976700000000001, -82.031800000000004)"
9493,09/01/2016,,,US 60 along milepost 289 to 299,landslide,Unknown,Downpour,,0,0,WALB,http://www.walb.com/story/19077686/rock-slide-closes-route-60,Above_road,Known_within_5km,Medium,,glc,9493,United States,Cibecue,27.807030000000001,Arizona,obe,1713,US,NA,D9Ztilmrzk,1,Fri Sep 02 2016 19:36:04 GMT+0000 (UTC),3277282864,33.794600000000003,-110.5052,"(33.794600000000003, -110.5052)"
9494,08/16/2016,,,Gurel – Bokod – Kabayan – Buguias – Abatan Road,landslide,Debris_Flow,Rain,,0,0,Northbound Philippines,http://northboundasia.com/2016/08/16/roads-baguio-city-open-cautious-crdrrmo/#.V8nYq_krKUk,Above_road,Known_within_25km,Medium,,glc,9494,Philippines,Kabayan,1.13896,Cordillera,obe,0,PH,AS,sJvnPTg2zl,1,Fri Sep 02 2016 20:06:01 GMT+0000 (UTC),3025644577,16.631900000000002,120.83329999999999,"(16.631900000000002, 120.83329999999999)"
9495,08/16/2016,,,Kennon Road at Camp 5,landslide,Rockfall,Rain,,0,0,Northbound Philippines,http://northboundasia.com/2016/08/16/roads-baguio-city-open-cautious-crdrrmo/#.V8nYq_krKUk,Above_road,Known_within_5km,Medium,,glc,9495,Philippines,Itogon,6.90258,Cordillera,obe,28407,PH,AS,h5WRR2m1zk,1,Fri Sep 02 2016 20:30:09 GMT+0000 (UTC),2685544352,16.344999999999999,120.61539999999999,"(16.344999999999999, 120.61539999999999)"
9496,09/07/2016,7:00,,"home north of Brownsville, Minnesota",landslide,Rockfall,Downpour,,0,0,KARE,http://www.kare11.com/weather/rock-slide-damages-home-in-se-minn/315178865,Bluff,Known_within_5km,Small,http://www.kare11.com/img/resize/content.kare11.com/photo/2016/09/07/rock%20slide%20Houston%20County_1473270090906_5957074_ver1.0.jpg?preset=534-401,glc,9496,United States,La Crosse,11.93337,Minnesota,obe,51320,US,NA,SJKbb3p-rn,1,Tue Sep 27 2016 21:39:59 GMT+0000 (UTC),688087626,43.696599999999997,-91.272499999999994,"(43.696599999999997, -91.272499999999994)"
9497,09/11/2016,,,"Mount Silverthorne, Summit County",landslide,Rockfall,Unknown,,0,0,MSN,http://www.msn.com/en-us/news/watch/massive-rock-slide-causes-confusion-in-summit-county/vp-AAiLMmC,Natural_slope,Known_within_5km,Medium,https://cbsdenver.files.wordpress.com/2016/09/rockslide-from-kevin-s-ward1.jpg?w=640&h=360&crop=1,glc,9497,United States,Silverthorne,10.206469999999999,Colorado,obe,3887,US,NA,s91pumz5Ek,2,Wed Sep 28 2016 16:32:10 GMT+0000 (UTC),1190562651,39.652700000000003,-106.1902,"(39.652700000000003, -106.1902)"
9498,09/15/2016,,,Kauaula Valley,landslide,Debris_Flow,Downpour,,0,0,Hawaii News Now,http://www.hawaiinewsnow.com/story/33099927/some-west-maui-residents-trapped-day-after-major-flooding,Unknown,Known_within_10km,Medium,,glc,9498,United States,Lahaina,3.81966,Hawaii,obe,11704,US,NA,DJ9sxwx9Ln,1,Wed Sep 28 2016 17:01:38 GMT+0000 (UTC),497613077,20.893899999999999,-156.6464,"(20.893899999999999, -156.6464)"
9499,09/11/2016,,,Syaphrubesi-Rasuwagadhi road at Ling Ling,landslide,Rockfall,Unknown,,0,0,ekantipur,http://kathmandupost.ekantipur.com/news/2016-09-16/syaphrubesi-rasuwagadhi-road-blocked-by-rockslide.html,Above_road,Known_within_1km,Medium,http://assets-cdn.ekantipur.com/images/third-party/entertainment/16092016083600syaphrubesi-1000x0.jpg,glc,9499,Nepal,Kathmandu,56.225059999999999,Central Region,obe,1442271,NP,AS,h5lt_0XJE8,2,Wed Sep 28 2016 17:42:15 GMT+0000 (UTC),3179318215,28.218299999999999,85.357299999999995,"(28.218299999999999, 85.357299999999995)"
9500,09/11/2016,,,"Ghattekhola, Timure",landslide,Unknown,Unknown,,0,0,ekantipur,http://kathmandupost.ekantipur.com/news/2016-09-16/syaphrubesi-rasuwagadhi-road-blocked-by-rockslide.html,Above_road,Known_within_5km,Medium,,glc,9500,Nepal,Chongdui,59.967399999999998,Central Region,obe,0,NP,AS,S5n4xF29Rl,1,Wed Sep 28 2016 18:23:52 GMT+0000 (UTC),3499859211,28.256799999999998,85.367900000000006,"(28.256799999999998, 85.367900000000006)"
9501,09/17/2016,,,"Going to the Sun Road, between Big Bend and Logan Pass",landslide,Mudslide,Unknown,,0,0,KTVQ,http://www.ktvq.com/story/33121058/rock-slides-close-going-to-the-sun-road-in-glacier-national-park,Above_road,Known_within_5km,Medium,,glc,9501,United States,Columbia Falls,51.403080000000003,Montana,obe,4688,US,NA,D5rfMwmIEn,1,Fri Sep 30 2016 18:07:31 GMT+0000 (UTC),3826410516,48.717799999999997,-113.7187,"(48.717799999999997, -113.7187)"
9502,09/20/2016,,,Forest Road 376 near the Gilman Tunnels,landslide,Rockfall,Unknown,,0,0,KOB4,http://www.kob.com/new-mexico-news/santa-fe-national-forest-road-closed-after-rock-slide/4268773/,Above_road,Exact_Location,Small,https://lintvkrqe.files.wordpress.com/2016/09/rock-slide-2.jpg?w=800,glc,9502,United States,Jemez Pueblo,13.8681,New Mexico,obe,1788,US,NA,D51ZFEFMRn,1,Fri Sep 30 2016 18:29:11 GMT+0000 (UTC),3992867356,35.735599999999998,-106.765,"(35.735599999999998, -106.765)"
9503,09/03/2016,,,"Phoenix Mountain, Lanshan District, Rizhao, Shandong",landslide,Other,Unknown,,0,0,Popular Mechanics,http://www.popularmechanics.com/science/environment/news/a23135/rockslide-china-park/,Urban_area,Exact_Location,Medium,http://pop.h-cdn.co/assets/16/39/980x490/landscape-1475157376-rockslide.png,glc,9503,China,Andongwei,5.2861,Shandong,obe,0,CN,AS,SJQmvh0uR8,2,Mon Oct 03 2016 21:45:29 GMT+0000 (UTC),833271004,35.104500000000002,119.32470000000001,"(35.104500000000002, 119.32470000000001)"
9504,09/29/2016,,,Layou,landslide,Landslide,Tropical_Cyclone,Matthew,0,0,El Nacional,http://www.el-nacional.com/mundo/Huracan-Matthew-provoco-muerte_0_931107009.html,Unknown,Known_within_5km,Medium,,glc,9504,Saint Vincent and the Grenadines,Layou,0.23877,Saint Andrew,obe,140,VC,NA,s9v5pn0Pon,1,Mon Oct 03 2016 21:59:26 GMT+0000 (UTC),3340470430,13.202,-61.267400000000002,"(13.202, -61.267400000000002)"
9505,10/04/2016,,,Pestel,landslide,Landslide,Tropical_Cyclone,Matthew,0,0,Le Parisien,http://www.leparisien.fr/environnement/l-ouragan-matthew-frappe-haiti-et-s-approche-de-cuba-et-des-bahamas-04-10-2016-6173687.php,Unknown,Known_within_5km,Large,,glc,9505,Haiti,Corail,10.368029999999999,GrandʼAnse,obe,2782,HT,NA,D9JwW8xFo8,2,Tue Oct 04 2016 18:00:18 GMT+0000 (UTC),2952627379,18.537299999999998,-73.801100000000005,"(18.537299999999998, -73.801100000000005)"
9506,10/03/2016,7:30,,"Wudu District, Longnan City",landslide,Landslide,Unknown,,4,1,BELTA,http://eng.belta.by/society/view/nw-china-landslide-kills-4-injures-1-95029-2016/,Urban_area,Unknown,Medium,,glc,9506,China,Dongjiang,1.99394,Gansu,obe,0,CN,AS,s5ZeMpzgE8,1,Tue Oct 04 2016 19:17:31 GMT+0000 (UTC),2653418369,33.374600000000001,104.9714,"(33.374600000000001, 104.9714)"
9507,10/03/2016,11:00,,"Chakki-Ka-Mor, about 10 km from Parwanoo",landslide,Landslide,Construction,,0,0,Tribune,http://www.tribuneindia.com/news/himachal/community/landslide-disrupts-traffic-on-chandigarh-shimla-highway/304730.html,Above_road,Known_within_10km,Medium,http://images.tribuneindia.com/cms/gall_content/2016/10/2016_10$largeimg04_Tuesday_2016_015509972.jpg,glc,9507,India,Dagshai,1.57419,Himachal Pradesh,obe,2994,IN,AS,s9Cs8SOgLl,1,Tue Oct 04 2016 19:31:24 GMT+0000 (UTC),3647535449,30.897400000000001,77.058800000000005,"(30.897400000000001, 77.058800000000005)"
9508,10/04/2016,17:00,,"Sucun, Suichang, Zhejiang Province",landslide,Landslide,Tropical_Cyclone,Megi,27,0,Cosumnes Connection,http://crcconnection.com/2016/10/04/typhoon-megi-search-for-missing-after-china-landslide.html,Natural_slope,Known_within_1km,Large,http://blogs.agu.org/landslideblog/files/2016/10/16_10-Sucun-1-e1475562989222.jpg,glc,9508,China,Longzhou,30.525929999999999,Zhejiang,obe,0,CN,AS,S5I7FIy2Rn,2,Tue Oct 11 2016 20:57:29 GMT+0000 (UTC),2692476547,28.7835,119.30329999999999,"(28.7835, 119.30329999999999)"
9509,10/02/2016,night,,"Brickport Road, Cooee",landslide,Landslide,Downpour,,0,0,Advocate,http://www.theadvocate.com.au/story/4204062/rain-causes-burnie-landslips/,Above_road,Exact_Location,Small,,glc,9509,Australia,Burnie,2.57597,Tasmania,obe,19972,AU,OC,s5AkqfRdEn,1,Tue Oct 04 2016 22:10:36 GMT+0000 (UTC),3595752623,-41.0443,145.87719999999999,"(-41.0443, 145.87719999999999)"
9510,10/03/2016,,,Stowport,landslide,Landslide,Downpour,,0,0,Advocate,http://www.theadvocate.com.au/story/4204062/rain-causes-burnie-landslips/,Above_road,Known_within_10km,Small,,glc,9510,Australia,Burnie,8.824960000000001,Tasmania,obe,19972,AU,OC,sJWTzeRFLl,1,Tue Oct 04 2016 22:18:25 GMT+0000 (UTC),727634254,-41.134900000000002,145.9144,"(-41.134900000000002, 145.9144)"
9511,10/02/2016,,,Cobden-Port Campbell Road,landslide,Landslide,Rain,,0,0,3YB,http://www.3yb.com.au/articles/landslip-closes-road/,Below_road,Known_within_50km,Small,,glc,9511,Australia,Allansford,42.369770000000003,Victoria,obe,1413,AU,OC,s9t2z2EgR8,2,Tue Oct 04 2016 22:32:09 GMT+0000 (UTC),3969752145,-38.3932,143.07919999999999,"(-38.3932, 143.07919999999999)"
9512,10/02/2016,,,"Lower Darlington Road, Gnarpurt between Gnarpurt Road and Collins Lane",landslide,Landslide,Rain,,0,0,3VB,http://www.3yb.com.au/articles/landslip-closes-road/,Below_road,Known_within_10km,Small,,glc,9512,Australia,Colac,38.394129999999997,Victoria,obe,9089,AU,OC,SGcLEELmLk,2,Tue Oct 04 2016 22:39:51 GMT+0000 (UTC),963335003,-38.019500000000001,143.4171,"(-38.019500000000001, 143.4171)"
9513,10/02/2016,,,Grists Road - between Linton Road and Lismore-Pittong Road.,landslide,Landslide,Rain,,0,0,3YB,http://www.3yb.com.au/articles/landslip-closes-road/,Below_road,Known_within_5km,Small,,glc,9513,Australia,Delacombe,44.566220000000001,Victoria,obe,3356,AU,OC,SJyDEZX2Ll,2,Wed Oct 12 2016 00:52:16 GMT+0000 (UTC),1613860543,-37.814500000000002,143.4041,"(-37.814500000000002, 143.4041)"
9514,10/03/2016,,,"Capotillo, in Santo Domingo",landslide,Landslide,Tropical_Cyclone,Matthew,2,0,IBT,http://www.ibtimes.co.uk/photos-hurricane-matthew-slams-into-haiti-cuba-dominican-republic-1584899,Urban_area,Known_within_1km,Small,https://d.ibtimes.co.uk/en/full/1555634/hurricane-matthew.jpg?w=1180,glc,9514,Dominican Republic,Ensanche Luperón,1.05597,Nacional,obe,8576,DO,NA,S5FICiPQR8,1,Wed Oct 05 2016 13:27:54 GMT+0000 (UTC),3324786565,18.508400000000002,-69.904700000000005,"(18.508400000000002, -69.904700000000005)"
9515,10/03/2016,,,Anse Milieu,landslide,Landslide,Tropical_Cyclone,,0,0,Haiti Libre,http://www.haitilibre.com/en/news-18809-haiti-flash-hurricane-matthew-the-current-situation.html,Above_road,Known_within_25km,Medium,,glc,9515,Haiti,Tiburon,1.62516,Sud,obe,3054,HT,NA,SGip76dQRn,1,Wed Oct 05 2016 13:55:08 GMT+0000 (UTC),3787115762,18.315300000000001,-74.385300000000001,"(18.315300000000001, -74.385300000000001)"
9516,10/03/2016,,,La Puya,landslide,Landslide,Tropical_Cyclone,Matthew,1,0,El Caribe,http://www.elcaribe.com.do/2016/10/04/nino-5-anos-muere-durante-deslizamiento-puya,Urban_area,Known_within_1km,Small,,glc,9516,Dominican Republic,La Agustina,0.98099,Nacional,obe,10457,DO,NA,S5SpJQFQRl,2,Wed Oct 05 2016 14:16:53 GMT+0000 (UTC),1971447586,18.507899999999999,-69.937299999999993,"(18.507899999999999, -69.937299999999993)"
9517,10/05/2016,15:00,,184 kilometer mark at Liukuo Hot Springs in Taitung County,landslide,Other,Unknown,,0,0,Wild East Magazine,http://news.thewildeast.net/rock-slide-on-southern-cross-island-highway/,Above_road,Known_within_50km,Medium,http://i1.wp.com/news.thewildeast.net/wp-content/uploads/2016/10/taitung-county-landslide.jpeg?resize=800%2C445,glc,9517,Taiwan,Yujing,54.837249999999997,Taiwan,obe,16597,TW,AS,h9Y58RPjLn,2,Thu Oct 06 2016 18:17:08 GMT+0000 (UTC),3615131795,23.2578,120.9774,"(23.2578, 120.9774)"
9518,09/06/2016,morning,,"Kuata Area by Amara Olu Street, Mechanic Village, Agidingbi, Ikeja",landslide,Mudslide,Downpour,,1,0,Vanguard,http://www.vanguardngr.com/2016/09/mudslide-kills-one-in-lagos-during-heavy-downpour/,Urban_area,Known_within_1km,Medium,,glc,9518,Nigeria,Agege,2.78191,Lagos,obe,0,NG,AF,h5ZRrMQQol,1,Wed Oct 05 2016 15:43:25 GMT+0000 (UTC),629658573,6.6265,3.3561,"(6.6265000000000001, 3.3561000000000001)"
9519,09/17/2016,,,Shenzhen,landslide,Mudslide,Downpour,,2,1,Al Jazeera,http://video.aljazeera.com/channels/eng/videos/man-found-alive-three-days-after-mudslide-in-china/4673460569001;jsessionid=8B841E22CFB776B79260A8A99CB2EC1D,Mine_construction,Unknown,Large,,glc,9519,China,Shenzhen,0.16276,Guangdong,obe,10358381,CN,AS,hG6rfKQKLl,2,Wed Oct 05 2016 16:09:25 GMT+0000 (UTC),995897098,22.619399999999999,114.0945,"(22.619399999999999, 114.0945)"
9520,10/02/2016,,,"Mount Industry district of Glengoffe, St Catherine",landslide,Landslide,Tropical_Cyclone,Matthew,0,0,Jamaica Observer,http://www.jamaicaobserver.com/news/-TrackingMatthew--Flooded-roadways-and-landslides--Police-urge-motorists-to-be-careful,Above_road,Known_within_5km,Medium,,glc,9520,Jamaica,Riversdale,6.24675,Saint Catherine,obe,4085,JM,NA,D9r1fqKBLl,1,Wed Oct 05 2016 16:23:05 GMT+0000 (UTC),3509811411,18.141999999999999,-76.910700000000006,"(18.141999999999999, -76.910700000000006)"
9521,10/03/2016,,,Gulmi-Ridi-Tamghas route in Resunga Municipality-15,landslide,Landslide,Downpour,,0,0,HImalayan Times,https://thehimalayantimes.com/nepal/landslide-blocks-gulmi-tamghas-route/,Above_road,Known_within_5km,Medium,,glc,9521,Nepal,Tānsen,34.259309999999999,Western Region,obe,23693,NP,AS,hGSbXVQBon,1,Wed Oct 05 2016 16:37:28 GMT+0000 (UTC),155583944,28.046099999999999,83.262699999999995,"(28.046099999999999, 83.262699999999995)"
9522,10/02/2016,,,"Riverview Rd, Huntly, in north Waikato",landslide,Landslide,Downpour,,0,0,stuff,http://www.stuff.co.nz/national/84870478/flooding-and-slips-possible,Unknown,Known_within_5km,Medium,,glc,9522,New Zealand,Ngaruawahia,9.425409999999999,Waikato,obe,5106,NZ,OC,hJzoEpcQLk,2,Wed Oct 05 2016 17:12:37 GMT+0000 (UTC),383896864,-37.582500000000003,175.15379999999999,"(-37.582500000000003, 175.15379999999999)"
9523,10/02/2016,,,Waiwera Road between Weranui Road and Waiwera Hot Pools,landslide,Landslide,Downpour,,0,0,Stuff,http://www.stuff.co.nz/national/84870478/flooding-and-slips-possible,Above_road,Known_within_1km,Medium,,glc,9523,New Zealand,Warkworth,16.28716,Auckland,obe,3441,NZ,OC,S9-2AJYBE8,1,Wed Oct 05 2016 17:20:16 GMT+0000 (UTC),2040217348,-36.543799999999997,174.70330000000001,"(-36.543799999999997, 174.70330000000001)"
9524,10/02/2016,,,"State Highway 25, between Thames and Coromandel",landslide,Landslide,Downpour,,0,0,Stuff,http://www.stuff.co.nz/national/84870478/flooding-and-slips-possible,Above_road,Known_within_50km,Medium,,glc,9524,New Zealand,Coromandel,19.212869999999999,Waikato,obe,1502,NZ,OC,DGXp7DbKok,1,Wed Oct 05 2016 17:26:46 GMT+0000 (UTC),1050348539,-36.932200000000002,175.4632,"(-36.932200000000002, 175.4632)"
9525,10/02/2016,,,"State Highway 25a, 10km from the Thames-Kopu turnoff",landslide,Landslide,Downpour,,0,0,Stuff,http://www.stuff.co.nz/national/84870478/flooding-and-slips-possible,Above_road,Known_within_5km,Small,,glc,9525,New Zealand,Thames,8.67906,Waikato,obe,7136,NZ,OC,h9xFaMHcon,1,Wed Oct 05 2016 17:31:36 GMT+0000 (UTC),3420391655,-37.157699999999998,175.63480000000001,"(-37.157699999999998, 175.63480000000001)"
9526,10/01/2016,2:30,,Ramche-8 of Sindhupalchok,landslide,Landslide,Continuous_rain,,3,2,Himalayan Times,http://thehimalayantimes.com/nepal/1-killed-2-missing-sindhupalchok-landslide/,Unknown,Known_within_5km,Medium,,glc,9526,Nepal,Kothari,22.16413,Central Region,obe,1600,NP,AS,sJPTblycLk,2,Wed Oct 05 2016 19:26:54 GMT+0000 (UTC),3306707138,27.7759,85.870099999999994,"(27.7759, 85.870099999999994)"
9527,10/01/2016,,,Balakot-Naran road,landslide,Landslide,Earthquake,,0,0,Nation,http://nation.com.pk/national/01-Oct-2016/man-dead-11-hurt-in-landslides-wall-collapses-due-to-earthquake,Above_road,Known_within_25km,Medium,,glc,9527,Pakistan,Athmuqam,41.848579999999998,Khyber Pakhtunkhwa,obe,0,PK,AS,s9rSCUbBo8,1,Wed Oct 05 2016 18:48:44 GMT+0000 (UTC),2242945068,34.784999999999997,73.520600000000002,"(34.784999999999997, 73.520600000000002)"
9528,10/01/2016,,,Naran,landslide,Landslide,Earthquake,,0,0,Nation,http://nation.com.pk/national/01-Oct-2016/man-dead-11-hurt-in-landslides-wall-collapses-due-to-earthquake,Unknown,Known_within_5km,Medium,,glc,9528,Pakistan,Athmuqam,42.620519999999999,Khyber Pakhtunkhwa,obe,0,PK,AS,s5jI2vjQon,1,Wed Oct 05 2016 18:54:18 GMT+0000 (UTC),654146720,34.900199999999998,73.655799999999999,"(34.900199999999998, 73.655799999999999)"
9529,10/01/2016,,,Balakot city,landslide,Landslide,Earthquake,,0,0,Nation,http://nation.com.pk/national/01-Oct-2016/man-dead-11-hurt-in-landslides-wall-collapses-due-to-earthquake,Urban_area,Known_within_5km,Medium,,glc,9529,Pakistan,Baffa,16.79158,Khyber Pakhtunkhwa,obe,14047,PK,AS,SGW0M3YKL8,1,Wed Oct 05 2016 18:57:39 GMT+0000 (UTC),783279792,34.547400000000003,73.345500000000001,"(34.547400000000003, 73.345500000000001)"
9530,10/01/2016,,,Barrio Barretto,landslide,Landslide,Rain,,0,0,Manila Bulletin,http://www.mb.com.ph/floods-hit-olongapo-but-resilience-and-readiness-show/,Above_road,Known_within_5km,Medium,,glc,9530,Philippines,Olongapo,2.221,Central Luzon,obe,221178,PH,AS,s93NMJTBon,1,Wed Oct 05 2016 19:04:08 GMT+0000 (UTC),3360185059,14.843500000000001,120.2683,"(14.843500000000001, 120.2683)"
9531,10/01/2016,,,Fujian,landslide,Landslide,Tropical_Cyclone,Megi,0,0,Indian Express,http://indianexpress.com/article/world/world-news/china-typhoon-megi-landslide-flood-leaves-13-dead-29-missing-3059995/,Unknown,Unknown,Large,,glc,9531,China,Tadou,8.597989999999999,Fujian,obe,0,CN,AS,hJFRSlfcRk,1,Wed Oct 05 2016 19:24:26 GMT+0000 (UTC),2503367948,26.445699999999999,118.2043,"(26.445699999999999, 118.2043)"
9532,10/02/2016,8:00,,Sukaunda hill at Kulekhani,landslide,Landslide,Rain,,0,0,Himalayan Times,https://thehimalayantimes.com/nepal/landslide-jams-hetauda-kulekhani-road-stretch/,Above_road,Known_within_10km,Medium,,glc,9532,Nepal,Kirtipur,15.30321,Central Region,obe,44632,NP,AS,DGYPctfQL8,1,Wed Oct 05 2016 19:33:11 GMT+0000 (UTC),3818229171,27.5778,85.171700000000001,"(27.5778, 85.171700000000001)"
9533,09/30/2016,14:30,,U.S. 460 East near Johnson School Road,landslide,Mudslide,Unknown,,0,0,News Advance,http://www.newsadvance.com/news/local/mudslide-closes-part-of-u-s-in-thaxton/article_f8a2d2ee-8747-11e6-a7ca-3b346952f7c7.html,Above_road,Known_within_1km,Small,http://static-35.sinclairstoryline.com/resources/media/4406041c-fea8-4f8a-a90a-382bb73598a8-medium36x25_mudslide.jpg?1475266422788,glc,9533,United States,Bedford,9.811590000000001,Virginia,obe,6222,US,NA,DGNWkXfKLl,2,Wed Oct 05 2016 20:13:06 GMT+0000 (UTC),256646147,37.350700000000003,-79.631900000000002,"(37.350700000000003, -79.631900000000002)"
9534,09/29/2016,,,"Highway 99, 15 kilometres north of Lillooet",landslide,Landslide,Rain,,0,0,Vancouver Sun,http://vancouversun.com/news/local-news/local-state-of-emergency-declared-after-mudslide-closes-highway-99-near-lillooet,Below_road,Known_within_10km,Medium,https://pbs.twimg.com/media/CtehWQHWIAAICk8.jpg,glc,9534,Canada,Lillooet,16.749600000000001,British Columbia,obe,2324,CA,NA,s9C294qcRl,2,Wed Oct 05 2016 20:32:16 GMT+0000 (UTC),2825912312,50.826700000000002,-121.85899999999999,"(50.826700000000002, -121.85899999999999)"
